ticker,year,market_cap,data_quality_flag_x,company_name,cik,revenue,net_income,assets,liabilities,equity,cash,debt,operating_income,gross_profit,shares_outstanding,data_source,data_quality_flag_y,profit_margin,gross_margin,operating_margin,debt_to_assets,return_on_assets,return_on_equity,cash_to_assets,revenue_growth,net_income_growth,log_assets,log_revenue,log_market_cap,company_id
MSFT,2019,1138205758390.2495,ok,Microsoft Corp,789019,96571000000.0,25489000000.0,258848000000.0,176130000000.0,87711000000.0,6510000000.0,76200000000.0,29025000000.0,62310000000.0,7635409400.0,sec_company_facts,ok,0.26394052044609667,0.6452247569146017,0.3005560675565128,0.29438125849919644,0.0984709172950921,0.2906020909578046,0.025149894919025837,0.05942690392083727,0.24100491747407382,26.279506853781953,25.29354432605439,27.760474242310377,789019
MSFT,2020,1607933870303.2576,ok,Microsoft Corp,789019,110360000000.0,16571000000.0,286556000000.0,184226000000.0,82718000000.0,11356000000.0,72178000000.0,35058000000.0,72007000000.0,7567652935.0,sec_company_facts,ok,0.1501540413193186,0.652473722363175,0.3176694454512505,0.2518809586956825,0.05782813830455478,0.20033124591987234,0.03962925222295119,0.1427861366248666,-0.34987641727804153,26.38119981647909,25.427013586295498,28.10597116040635,789019
MSFT,2021,2434634873911.5293,ok,Microsoft Corp,789019,125843000000.0,39240000000.0,301311000000.0,183007000000.0,102330000000.0,13576000000.0,63327000000.0,42959000000.0,82933000000.0,7514891248.0,sec_company_facts,ok,0.3118171054409065,0.6590195720063889,0.3413698020549415,0.2101715503250794,0.13023089100630245,0.3834652594547054,0.04505643670493278,0.14029539688292858,1.3679922756623015,26.431408790879576,25.558300935208838,28.5208179121073,789019
MSFT,2022,1739043234720.0146,ok,Microsoft Corp,789019,143015000000.0,44281000000.0,333779000000.0,191791000000.0,118304000000.0,14224000000.0,58146000000.0,52959000000.0,96937000000.0,7457891872.0,sec_company_facts,ok,0.3096248645247002,0.6778100199279796,0.37030381428521486,0.1742050877976146,0.1326656260579605,0.37429841763592103,0.04261502371329533,0.1364557424727637,0.12846585117227316,26.5337449342718,25.686215356810106,28.18435621282029,789019
MSFT,2023,2740638674741.9014,ok,Microsoft Corp,789019,168088000000.0,61271000000.0,364840000000.0,198298000000.0,141988000000.0,13931000000.0,49781000000.0,69916000000.0,115856000000.0,7429763722.0,sec_company_facts,ok,0.36451739564989766,0.689258007710247,0.415948788729713,0.13644611336476264,0.16793937068303913,0.4315223821731414,0.03818386141870409,0.17531727441177503,0.38368600528443353,26.62272473825837,25.847753488733158,28.639212102138078,789019
MSFT,2024,3096294427410.83,ok,Microsoft Corp,789019,198270000000.0,72738000000.0,411976000000.0,205753000000.0,166542000000.0,34704000000.0,47237000000.0,83383000000.0,135620000000.0,7433038381.0,sec_company_facts,ok,0.3668633681343622,0.684016744842891,0.4205527815604983,0.11465959182088277,0.17655882866963124,0.4367546925099975,0.08423791677185079,0.17956070629670173,0.1871521600757291,26.744230932172016,26.01289557509688,28.761227166427282,789019
AMZN,2017,566148820507.0718,ok,Amazon COM Inc,1018724,107006000000.0,596000000.0,64747000000.0,,10741000000.0,14557000000.0,8838000000.0,2233000000.0,,484107183.0,sec_company_facts,ok,0.0055697811337682,,0.020867988710913405,0.13650053284322053,0.009205059693885432,0.05548831579927381,0.22482894960384264,,,24.893753204406362,25.39615074460254,27.062122814346647,1018724
AMZN,2018,737772035273.5581,ok,Amazon COM Inc,1018724,135987000000.0,2371000000.0,83402000000.0,,13384000000.0,20522000000.0,24942000000.0,4186000000.0,,491202890.0,sec_company_facts,ok,0.017435490157147373,,0.030782354195621642,0.2990575765569171,0.02842857485432004,0.17715182307232516,0.24606124553368025,0.2708352802646581,2.978187919463087,25.146938126838926,25.635825129878324,27.326900718535622,1018724
AMZN,2019,919874033825.9546,ok,Amazon COM Inc,1018724,177866000000.0,3033000000.0,131310000000.0,,19285000000.0,31750000000.0,24965000000.0,4106000000.0,,497810444.0,sec_company_facts,ok,0.01705216286417865,,0.023084794170892695,0.1901226106160993,0.023098012337217273,0.157272491573762,0.24179422740080725,0.3079632611940848,0.27920708561788277,25.600826776817325,25.904296294746754,27.547502577860733,1018724
AMZN,2020,1640075083995.619,ok,Amazon COM Inc,1018724,232887000000.0,10073000000.0,162648000000.0,,27709000000.0,36092000000.0,24820000000.0,12421000000.0,,503564743.0,sec_company_facts,ok,0.04325273630559026,,0.053334879147397665,0.1525994786286951,0.06193128719689145,0.363528095564618,0.2219025134031774,0.3093396152159491,2.321134190570392,25.814854193448333,26.17381919433121,28.125763139640807,1018724
AMZN,2021,1696660221589.859,ok,Amazon COM Inc,1018724,280522000000.0,11588000000.0,225248000000.0,,43549000000.0,42122000000.0,33174000000.0,14541000000.0,,508844410.0,sec_company_facts,ok,0.04130870306072251,,0.05183550666257905,0.14727766728228442,0.051445517829237106,0.26609106982938757,0.1870027702798693,0.20454125820676983,0.1504020649260398,26.140467854372133,26.35991799020613,28.15968285914563,1018724
AMZN,2022,860769819588.0,ok,Amazon COM Inc,1018724,386064000000.0,21331000000.0,321195000000.0,,62060000000.0,36220000000.0,50553000000.0,22899000000.0,,10247259757.0,sec_company_facts,ok,0.05525249699531684,,0.05931399975133657,0.15739037033577732,0.06641137004000686,0.3437157589429584,0.11276638801973879,0.37623430604373276,0.8407835692095271,26.4953142522727,26.679268995776233,27.481092964851737,1018724
AMZN,2023,1578258738714.3577,ok,Amazon COM Inc,1018724,469822000000.0,33364000000.0,420549000000.0,,93404000000.0,53888000000.0,70542000000.0,24879000000.0,,10387381291.0,sec_company_facts,ok,0.07101412875514557,,0.052954097509269465,0.1677378854782677,0.07933439385184604,0.3572009764035802,0.12813726818991367,0.21695366571345676,0.5641085743753222,26.764826837513485,26.87561973651244,28.0873432911434,1018724
AMZN,2024,2325035836066.9395,ok,Amazon COM Inc,1018724,513983000000.0,-2722000000.0,462675000000.0,,138245000000.0,73387000000.0,67182000000.0,12248000000.0,,10597729352.0,sec_company_facts,ok,-0.005295895000418302,,0.023829581912242232,0.14520343653752635,-0.0058831793375479545,-0.01968968136279793,0.1586145782676825,0.09399517263985091,-1.0815849418534949,26.860290700710223,26.96545602792466,28.47475656821121,1018724
