ticker,company_name,cik,year,form_type,filing_date,total_words,risk_word_count,risk_words_per_1000,debt_mentions,liquidity_mentions,legal_mentions,regulatory_mentions,uncertainty_mentions,cost_pressure_mentions,cybersecurity_mentions,data_quality_flag,failure_reason
HON,Honeywell International Inc,773840,2019,10-K,2020-02-14,5806,115,19.81,1,2,45,32,11,14,19,ok,
HON,Honeywell International Inc,773840,2020,10-K,2021-02-12,11687,137,11.72,26,22,34,24,10,18,7,ok,
HON,Honeywell International Inc,773840,2022,10-K,2023-02-10,11596,126,10.87,8,3,24,21,14,43,6,ok,
HON,Honeywell International Inc,773840,2023,10-K,2024-02-16,5208,3,0.58,13,2,6,2,9,2,0,ok,
HON,Honeywell International Inc,773840,2024,10-K,2025-02-14,11625,138,11.87,9,2,29,28,17,33,4,ok,
ICE,Intercontinental Exchange Inc,1571949,2017,10-K,2018-02-07,11962,75,6.27,43,26,43,49,1,19,3,ok,
ICE,Intercontinental Exchange Inc,1571949,2018,10-K,2019-02-07,12048,133,11.04,35,35,55,71,3,14,9,ok,
ICE,Intercontinental Exchange Inc,1571949,2019,10-K,2020-02-06,11979,132,11.02,43,34,47,55,1,15,13,ok,
ICE,Intercontinental Exchange Inc,1571949,2020,10-K,2021-02-04,11902,94,7.9,39,19,41,48,1,8,15,ok,
ICE,Intercontinental Exchange Inc,1571949,2021,10-K,2022-02-03,11807,130,11.01,34,17,40,48,1,9,14,ok,
ICE,Intercontinental Exchange Inc,1571949,2022,10-K,2023-02-02,11779,150,12.73,35,11,50,51,5,11,18,ok,
ICE,Intercontinental Exchange Inc,1571949,2023,10-K,2024-02-08,11639,132,11.34,31,13,44,47,1,10,38,ok,
ICE,Intercontinental Exchange Inc,1571949,2024,10-K,2025-02-06,11749,146,12.43,36,15,55,59,4,11,14,ok,
ISRG,Intuitive Surgical Inc,1035267,2017,10-K,2018-02-02,11907,32,2.69,0,0,53,55,6,1,0,ok,
ISRG,Intuitive Surgical Inc,1035267,2018,10-K,2019-02-04,11851,32,2.7,0,0,52,55,7,1,0,ok,
ISRG,Intuitive Surgical Inc,1035267,2019,10-K,2020-02-07,11814,30,2.54,0,0,51,53,5,1,0,ok,
ISRG,Intuitive Surgical Inc,1035267,2020,10-K,2021-02-10,11895,36,3.03,0,0,50,53,6,2,0,ok,
ISRG,Intuitive Surgical Inc,1035267,2021,10-K,2022-02-03,11758,93,7.91,3,0,49,40,9,3,0,ok,
ISRG,Intuitive Surgical Inc,1035267,2022,10-K,2023-02-10,11720,98,8.36,3,0,48,38,8,3,4,ok,
ISRG,Intuitive Surgical Inc,1035267,2023,10-K,2024-01-31,11711,101,8.62,3,0,50,39,9,3,3,ok,
ISRG,Intuitive Surgical Inc,1035267,2024,10-K,2025-01-31,11694,101,8.64,3,0,49,40,8,5,4,ok,
JNJ,Johnson & Johnson,200406,2017,10-K,2018-02-21,3457,61,17.65,0,0,40,19,6,10,4,ok,
JNJ,Johnson & Johnson,200406,2018,10-K,2019-02-20,3775,67,17.75,0,0,41,20,8,10,5,ok,
JNJ,Johnson & Johnson,200406,2019,10-K,2020-02-18,3888,72,18.52,0,0,47,21,8,10,5,ok,
JNJ,Johnson & Johnson,200406,2020,10-K,2021-02-22,5162,139,26.93,8,4,57,29,11,14,5,ok,
JNJ,Johnson & Johnson,200406,2021,10-K,2021-02-22,5162,139,26.93,8,4,57,29,11,14,5,ok,
JNJ,Johnson & Johnson,200406,2022,10-K,2022-02-17,5959,151,25.34,8,4,61,32,14,16,7,ok,
JNJ,Johnson & Johnson,200406,2023,10-K,2024-02-16,6102,133,21.8,9,4,62,33,15,19,12,ok,
JNJ,Johnson & Johnson,200406,2024,10-K,2025-02-13,5958,131,21.99,9,4,62,35,12,26,12,ok,
JPM,JPMorgan Chase & Co,19617,2017,10-K,2018-02-27,11728,115,9.81,64,61,75,113,3,8,3,ok,
JPM,JPMorgan Chase & Co,19617,2018,10-K,2019-02-26,3107,37,11.91,108,0,0,0,0,26,0,ok,
JPM,JPMorgan Chase & Co,19617,2019,10-K,2020-02-25,3093,39,12.61,110,0,0,0,0,27,0,ok,
JPM,JPMorgan Chase & Co,19617,2020,10-K,2021-02-23,8853,146,16.49,28,43,106,105,8,5,1,ok,
JPM,JPMorgan Chase & Co,19617,2021,10-K,2022-02-22,11429,169,14.79,49,51,113,113,11,10,2,ok,
JPM,JPMorgan Chase & Co,19617,2022,10-K,2023-02-21,11273,143,12.69,42,45,110,109,8,7,3,ok,
JPM,JPMorgan Chase & Co,19617,2023,10-K,2024-02-16,10121,109,10.77,31,42,103,102,7,2,3,ok,
JPM,JPMorgan Chase & Co,19617,2024,10-K,2025-02-14,10434,133,12.75,31,40,124,110,8,6,3,ok,
KO,Coca-Cola Co,21344,2017,10-K,2018-02-23,11932,73,6.12,8,0,9,13,16,2,2,ok,
KO,Coca-Cola Co,21344,2018,10-K,2019-02-21,11879,68,5.72,8,0,16,14,18,5,5,ok,
KO,Coca-Cola Co,21344,2019,10-K,2020-02-24,11881,69,5.81,10,0,19,18,15,7,7,ok,
KO,Coca-Cola Co,21344,2020,10-K,2021-02-25,11788,90,7.63,3,0,11,20,15,5,1,ok,
KO,Coca-Cola Co,21344,2021,10-K,2022-02-22,11733,79,6.73,2,1,12,16,13,19,2,ok,
KO,Coca-Cola Co,21344,2022,10-K,2023-02-21,11704,92,7.86,5,3,19,18,14,24,3,ok,
KO,Coca-Cola Co,21344,2023,10-K,2024-02-20,11665,89,7.63,5,3,23,21,10,20,8,ok,
KO,Coca-Cola Co,21344,2024,10-K,2025-02-20,11668,85,7.28,5,3,22,22,9,19,10,ok,
LOW,Lowe's Companies Inc,60667,2017,10-K,2017-04-04,12009,90,7.49,18,13,38,25,7,9,1,ok,
LOW,Lowe's Companies Inc,60667,2018,10-K,2018-04-02,11979,93,7.76,18,13,45,27,9,13,7,ok,
LOW,Lowe's Companies Inc,60667,2019,10-K,2019-04-02,11869,101,8.51,24,13,45,27,13,15,7,ok,
LOW,Lowe's Companies Inc,60667,2020,10-K,2020-03-23,11806,111,9.4,16,13,47,27,14,17,8,ok,
LOW,Lowe's Companies Inc,60667,2021,10-K,2021-03-22,11718,129,11.01,15,11,43,25,11,23,11,ok,
LOW,Lowe's Companies Inc,60667,2022,10-K,2022-03-21,11705,127,10.85,10,7,31,26,9,25,11,ok,
LOW,Lowe's Companies Inc,60667,2023,10-K,2023-03-27,11720,111,9.47,11,7,38,20,11,37,11,ok,
LOW,Lowe's Companies Inc,60667,2024,10-K,2024-03-25,11683,126,10.78,11,7,39,20,14,37,19,ok,
MA,Mastercard Inc,1141391,2017,10-K,2018-02-14,11680,72,6.16,6,2,87,100,2,1,5,ok,
MA,Mastercard Inc,1141391,2018,10-K,2019-02-13,11623,59,5.08,5,2,85,108,2,1,3,ok,
MA,Mastercard Inc,1141391,2019,10-K,2020-02-14,11688,70,5.99,5,2,88,108,3,2,5,ok,
MA,Mastercard Inc,1141391,2020,10-K,2021-02-12,11589,65,5.61,6,2,58,70,2,2,8,ok,
MA,Mastercard Inc,1141391,2021,10-K,2022-02-11,11493,53,4.61,9,2,47,62,1,2,7,ok,
MA,Mastercard Inc,1141391,2022,10-K,2023-02-14,11531,45,3.9,9,2,34,37,0,1,7,ok,
MA,Mastercard Inc,1141391,2023,10-K,2024-02-13,11511,47,4.08,11,2,32,37,0,1,10,ok,
MA,Mastercard Inc,1141391,2024,10-K,2025-02-12,11414,55,4.82,8,2,34,30,0,1,10,ok,
MCD,McDonald's Corp,63908,2017,10-K,2018-02-23,11804,126,10.67,9,2,37,22,24,23,2,ok,
MCD,McDonald's Corp,63908,2018,10-K,2019-02-22,11772,125,10.62,9,2,44,26,26,23,2,ok,
MCD,McDonald's Corp,63908,2019,10-K,2020-02-26,503,2,3.98,0,0,1,0,0,0,0,ok,
MCD,McDonald's Corp,63908,2020,10-K,2021-02-23,503,2,3.98,0,0,1,0,0,0,0,ok,
MCD,McDonald's Corp,63908,2021,10-K,2022-02-24,507,2,3.94,0,0,1,0,0,0,0,ok,
MCD,McDonald's Corp,63908,2022,10-K,2023-02-24,529,2,3.78,0,0,1,0,0,0,0,ok,
MCD,McDonald's Corp,63908,2023,10-K,2024-02-22,504,2,3.97,0,0,1,0,0,0,1,ok,
MCD,McDonald's Corp,63908,2024,10-K,2025-02-25,507,2,3.94,0,0,1,0,0,0,1,ok,
MDLZ,Mondelez International Inc,1418135,2017,10-K,2018-02-14,12239,115,9.4,24,1,29,18,16,1,0,ok,
MDLZ,Mondelez International Inc,1418135,2018,10-K,2019-02-28,12090,65,5.38,27,1,13,11,38,12,4,ok,
MDLZ,Mondelez International Inc,1418135,2019,10-K,2020-02-27,12055,75,6.22,28,1,15,27,21,13,9,ok,
MDLZ,Mondelez International Inc,1418135,2020,10-K,2021-02-25,12050,75,6.22,35,0,6,11,26,14,2,ok,
MDLZ,Mondelez International Inc,1418135,2021,10-K,2022-02-24,12063,78,6.47,2,0,6,11,20,22,2,ok,
MDLZ,Mondelez International Inc,1418135,2022,10-K,2023-02-23,12062,78,6.47,28,6,5,11,27,23,2,ok,
MDLZ,Mondelez International Inc,1418135,2023,10-K,2024-02-22,11859,99,8.35,9,12,5,13,28,28,4,ok,
MDLZ,Mondelez International Inc,1418135,2024,10-K,2025-02-25,11865,117,9.86,8,11,13,16,35,20,5,ok,
MMM,3M Co,66740,2017,10-K,2018-02-08,12100,74,6.12,19,10,25,11,13,13,2,ok,
MMM,3M Co,66740,2018,10-K,2019-02-07,11982,64,5.34,21,8,27,11,13,19,3,ok,
MMM,3M Co,66740,2019,10-K,2020-02-06,2478,44,17.76,4,2,15,11,12,3,3,ok,
MMM,3M Co,66740,2020,10-K,2021-02-04,3304,80,24.21,4,2,20,17,12,4,4,ok,
MMM,3M Co,66740,2021,10-K,2022-02-09,11623,128,11.01,20,12,51,34,15,32,5,ok,
MMM,3M Co,66740,2022,10-K,2023-02-08,11515,158,13.72,17,10,72,48,26,30,15,ok,
MMM,3M Co,66740,2023,10-K,2024-02-07,11576,186,16.07,13,8,81,53,31,21,52,ok,
MMM,3M Co,66740,2024,10-K,2025-02-05,11469,196,17.09,9,6,93,55,60,23,59,ok,
MRK,Merck & Co Inc,310158,2017,10-K,2018-02-27,11510,64,5.56,1,2,43,36,9,11,0,ok,
MRK,Merck & Co Inc,310158,2018,10-K,2019-02-27,11540,30,2.6,0,0,35,35,5,7,0,ok,
MRK,Merck & Co Inc,310158,2019,10-K,2020-02-26,11579,32,2.76,0,0,35,38,7,7,0,ok,
MRK,Merck & Co Inc,310158,2020,10-K,2021-02-25,11646,41,3.52,0,0,36,39,11,7,0,ok,
MRK,Merck & Co Inc,310158,2021,10-K,2022-02-25,11656,43,3.69,0,0,40,40,4,9,0,ok,
MRK,Merck & Co Inc,310158,2022,10-K,2023-02-24,11609,47,4.05,0,0,40,41,4,13,2,ok,
MRK,Merck & Co Inc,310158,2023,10-K,2024-02-26,11582,37,3.19,0,0,40,41,4,10,3,ok,
MRK,Merck & Co Inc,310158,2024,10-K,2025-02-25,11566,39,3.37,0,0,36,39,4,10,3,ok,
NKE,Nike Inc,320187,2017,10-K,2017-07-20,11945,158,13.23,14,4,17,16,40,13,1,ok,
NKE,Nike Inc,320187,2018,10-K,2018-07-25,11903,163,13.69,14,4,24,21,40,18,1,ok,
NKE,Nike Inc,320187,2019,10-K,2019-07-23,11886,166,13.97,14,4,27,22,42,18,1,ok,
NKE,Nike Inc,320187,2020,10-K,2020-07-24,11802,162,13.73,4,0,34,23,35,16,2,ok,
NKE,Nike Inc,320187,2021,10-K,2021-07-20,11858,142,11.98,4,0,17,10,27,9,1,ok,
NKE,Nike Inc,320187,2022,10-K,2022-07-21,11854,150,12.65,6,0,26,16,25,16,1,ok,
NKE,Nike Inc,320187,2023,10-K,2023-07-20,11879,155,13.05,6,0,26,17,26,20,0,ok,
NKE,Nike Inc,320187,2024,10-K,2024-07-25,11838,157,13.26,6,0,26,17,24,18,1,ok,
PEP,PepsiCo Inc,77476,2017,10-K,2018-02-13,11680,118,10.1,9,7,45,55,12,11,12,ok,
PEP,PepsiCo Inc,77476,2018,10-K,2019-02-15,11604,103,8.88,9,7,39,59,11,16,10,ok,
PEP,PepsiCo Inc,77476,2019,10-K,2020-02-13,11654,95,8.15,3,3,39,60,18,22,2,ok,
PEP,PepsiCo Inc,77476,2020,10-K,2021-02-11,11678,168,14.39,10,7,31,36,26,19,9,ok,
PEP,PepsiCo Inc,77476,2021,10-K,2022-02-10,11607,163,14.04,3,3,35,37,23,34,13,ok,
PEP,PepsiCo Inc,77476,2022,10-K,2023-02-09,11585,172,14.85,3,3,37,39,25,34,14,ok,
PEP,PepsiCo Inc,77476,2023,10-K,2024-02-09,11536,169,14.65,3,3,36,39,21,39,17,ok,
PEP,PepsiCo Inc,77476,2024,10-K,2025-02-04,11542,144,12.48,3,3,34,38,19,36,24,ok,
PFE,Pfizer Inc,78003,2017,10-K,2018-02-22,11633,44,3.78,6,0,40,56,6,1,0,ok,
PFE,Pfizer Inc,78003,2018,10-K,2019-02-28,11637,41,3.52,4,0,34,50,4,1,0,ok,
PFE,Pfizer Inc,78003,2019,10-K,2020-02-27,11708,50,4.27,3,0,36,50,3,2,0,ok,
PFE,Pfizer Inc,78003,2020,10-K,2021-02-25,11611,106,9.13,4,2,52,63,7,11,1,ok,
PFE,Pfizer Inc,78003,2021,10-K,2022-02-24,11629,107,9.2,4,2,48,51,7,12,0,ok,
PFE,Pfizer Inc,78003,2022,10-K,2023-02-23,11598,117,10.09,5,2,47,51,8,14,1,ok,
PFE,Pfizer Inc,78003,2023,10-K,2024-02-22,11566,122,10.55,3,2,44,38,11,12,1,ok,
PFE,Pfizer Inc,78003,2024,10-K,2025-02-27,11575,117,10.11,3,2,48,42,9,16,2,ok,
PG,Procter & Gamble Co,80424,2017,10-K,2017-08-07,12116,109,9.0,11,7,22,15,4,18,6,ok,
PG,Procter & Gamble Co,80424,2018,10-K,2018-08-07,12081,117,9.68,13,9,24,18,3,18,8,ok,
PG,Procter & Gamble Co,80424,2019,10-K,2019-08-06,12055,116,9.62,16,9,24,18,10,19,8,ok,
PG,Procter & Gamble Co,80424,2020,10-K,2020-08-06,11897,138,11.6,11,9,27,22,6,19,6,ok,
PG,Procter & Gamble Co,80424,2021,10-K,2021-08-06,11809,138,11.69,13,11,41,38,5,16,12,ok,
PG,Procter & Gamble Co,80424,2022,10-K,2022-08-05,11775,159,13.5,12,13,46,40,8,22,12,ok,
PG,Procter & Gamble Co,80424,2023,10-K,2023-08-04,11757,154,13.1,11,11,46,39,8,22,14,ok,
PG,Procter & Gamble Co,80424,2024,10-K,2024-08-05,11632,192,16.51,12,10,49,37,7,21,43,ok,
PM,Philip Morris International Inc,1413329,2017,10-K,2018-02-13,12187,89,7.3,12,2,45,29,26,3,1,ok,
PM,Philip Morris International Inc,1413329,2018,10-K,2019-02-07,12112,101,8.34,10,2,45,29,18,3,2,ok,
PM,Philip Morris International Inc,1413329,2019,10-K,2020-02-07,12074,89,7.37,11,2,46,31,22,2,2,ok,
PM,Philip Morris International Inc,1413329,2020,10-K,2021-02-09,12011,134,11.16,11,2,57,45,28,5,4,ok,
PM,Philip Morris International Inc,1413329,2021,10-K,2022-02-11,11915,162,13.6,5,2,59,51,41,7,3,ok,
PM,Philip Morris International Inc,1413329,2022,10-K,2023-02-10,11816,168,14.22,6,4,62,58,49,19,4,ok,
PM,Philip Morris International Inc,1413329,2023,10-K,2024-02-08,11814,173,14.64,9,6,67,66,67,19,1,ok,
PM,Philip Morris International Inc,1413329,2024,10-K,2025-02-06,11764,168,14.28,10,6,70,62,64,24,1,ok,
REGN,Regeneron Pharmaceuticals Inc,872589,2017,10-K,2018-02-08,11835,41,3.46,1,0,16,12,0,1,0,ok,
REGN,Regeneron Pharmaceuticals Inc,872589,2018,10-K,2019-02-07,11660,56,4.8,1,0,24,20,0,1,0,ok,
REGN,Regeneron Pharmaceuticals Inc,872589,2019,10-K,2020-02-07,11731,60,5.11,2,0,41,33,1,1,0,ok,
REGN,Regeneron Pharmaceuticals Inc,872589,2020,10-K,2021-02-08,11737,44,3.75,2,0,43,23,0,2,0,ok,
REGN,Regeneron Pharmaceuticals Inc,872589,2021,10-K,2022-02-07,11700,52,4.44,3,0,48,30,0,2,0,ok,
REGN,Regeneron Pharmaceuticals Inc,872589,2022,10-K,2023-02-06,11529,44,3.82,3,0,41,24,0,2,0,ok,
REGN,Regeneron Pharmaceuticals Inc,872589,2023,10-K,2024-02-05,11513,45,3.91,3,0,47,34,1,1,1,ok,
REGN,Regeneron Pharmaceuticals Inc,872589,2024,10-K,2025-02-05,11513,52,4.52,4,0,44,29,1,1,1,ok,
SBUX,Starbucks Corp,829224,2017,10-K,2017-11-17,12220,100,8.18,4,0,31,18,4,23,2,ok,
SBUX,Starbucks Corp,829224,2018,10-K,2018-11-16,12176,104,8.54,4,0,28,14,11,29,4,ok,
SBUX,Starbucks Corp,829224,2019,10-K,2019-11-15,12114,127,10.48,4,0,35,26,13,23,8,ok,
SBUX,Starbucks Corp,829224,2020,10-K,2020-11-12,12066,125,10.36,6,0,21,10,16,17,7,ok,
SBUX,Starbucks Corp,829224,2021,10-K,2021-11-19,11941,112,9.38,6,0,29,22,9,15,12,ok,
SBUX,Starbucks Corp,829224,2022,10-K,2022-11-18,11967,127,10.61,7,0,32,23,12,16,12,ok,
SBUX,Starbucks Corp,829224,2023,10-K,2023-11-17,11939,148,12.4,7,0,25,22,14,29,2,ok,
SBUX,Starbucks Corp,829224,2024,10-K,2024-11-20,11916,151,12.67,6,0,29,20,6,22,4,ok,
TGT,Target Corp,27419,2017,10-K,2017-03-08,12304,80,6.5,53,21,40,8,8,22,10,ok,
TGT,Target Corp,27419,2018,10-K,2018-03-14,12299,85,6.91,34,19,44,8,3,23,10,ok,
TGT,Target Corp,27419,2019,10-K,2019-03-13,12310,88,7.15,50,21,48,11,2,18,12,ok,
TGT,Target Corp,27419,2020,10-K,2020-03-11,12185,96,7.88,52,19,43,10,2,16,21,ok,
TGT,Target Corp,27419,2021,10-K,2021-03-10,12130,108,8.9,23,9,44,10,2,17,20,ok,
TGT,Target Corp,27419,2022,10-K,2022-03-09,12049,123,10.21,24,11,26,12,2,26,21,ok,
TGT,Target Corp,27419,2023,10-K,2023-03-08,12052,159,13.19,47,11,23,14,6,39,24,ok,
TGT,Target Corp,27419,2024,10-K,2024-03-13,11833,207,17.49,12,3,35,15,8,32,70,ok,
TMO,Thermo Fisher Scientific Inc,97745,2017,10-K,2018-02-28,11310,63,5.57,2,9,35,41,23,4,0,ok,
TMO,Thermo Fisher Scientific Inc,97745,2018,10-K,2019-02-27,11257,70,6.22,2,9,41,52,22,8,0,ok,
TMO,Thermo Fisher Scientific Inc,97745,2019,10-K,2020-02-26,11229,70,6.23,2,9,45,52,21,7,0,ok,
TMO,Thermo Fisher Scientific Inc,97745,2020,10-K,2021-02-25,11209,75,6.69,2,9,24,28,13,10,0,ok,
TMO,Thermo Fisher Scientific Inc,97745,2021,10-K,2022-02-24,11089,55,4.96,3,9,27,34,7,11,1,ok,
TMO,Thermo Fisher Scientific Inc,97745,2022,10-K,2023-02-23,11665,100,8.57,6,3,67,69,19,14,11,ok,
TMO,Thermo Fisher Scientific Inc,97745,2023,10-K,2024-02-22,11648,104,8.93,9,3,65,71,20,14,13,ok,
TMO,Thermo Fisher Scientific Inc,97745,2024,10-K,2025-02-20,11605,107,9.22,16,3,70,73,20,14,10,ok,
UNH,UnitedHealth Group Inc,731766,2017,10-K,2018-02-13,11360,83,7.31,3,0,43,104,3,2,1,ok,
UNH,UnitedHealth Group Inc,731766,2018,10-K,2019-02-12,11371,88,7.74,3,0,44,104,3,3,1,ok,
UNH,UnitedHealth Group Inc,731766,2019,10-K,2020-02-14,11361,90,7.92,3,0,44,103,3,3,1,ok,
UNH,UnitedHealth Group Inc,731766,2020,10-K,2021-03-01,11324,100,8.83,2,0,38,82,4,3,9,ok,
UNH,UnitedHealth Group Inc,731766,2021,10-K,2022-02-15,11366,102,8.97,2,0,36,80,4,3,9,ok,
UNH,UnitedHealth Group Inc,731766,2022,10-K,2023-02-24,11415,114,9.99,1,0,48,81,5,2,9,ok,
UNH,UnitedHealth Group Inc,731766,2023,10-K,2024-02-28,11425,121,10.59,2,0,50,82,6,3,10,ok,
UNH,UnitedHealth Group Inc,731766,2024,10-K,2025-02-27,11414,120,10.51,2,0,51,80,9,3,14,ok,
V,Visa Inc,1403161,2017,10-K,2017-11-17,11637,76,6.53,10,4,80,76,4,1,7,ok,
V,Visa Inc,1403161,2018,10-K,2018-11-16,11638,72,6.19,10,4,74,81,4,0,4,ok,
V,Visa Inc,1403161,2019,10-K,2019-11-14,11743,63,5.36,10,4,70,77,3,0,10,ok,
V,Visa Inc,1403161,2020,10-K,2020-11-19,11740,67,5.71,9,4,57,80,2,0,9,ok,
V,Visa Inc,1403161,2021,10-K,2021-11-18,11598,56,4.83,9,4,75,91,3,0,7,ok,
V,Visa Inc,1403161,2022,10-K,2022-11-16,11617,55,4.73,11,6,76,94,3,0,8,ok,
V,Visa Inc,1403161,2023,10-K,2023-11-15,11637,60,5.16,9,6,57,94,2,0,6,ok,
V,Visa Inc,1403161,2024,10-K,2024-11-13,11662,48,4.12,10,6,41,81,2,0,9,ok,
VRTX,Vertex Pharmaceuticals Inc,875320,2017,10-K,2018-02-15,12057,35,2.9,2,0,41,43,4,4,0,ok,
VRTX,Vertex Pharmaceuticals Inc,875320,2018,10-K,2019-02-13,12043,24,1.99,2,0,42,48,4,8,1,ok,
VRTX,Vertex Pharmaceuticals Inc,875320,2019,10-K,2020-02-13,11927,23,1.93,1,0,45,43,4,7,1,ok,
VRTX,Vertex Pharmaceuticals Inc,875320,2020,10-K,2021-02-11,11973,26,2.17,1,0,30,26,1,7,0,ok,
VRTX,Vertex Pharmaceuticals Inc,875320,2021,10-K,2022-02-09,11895,20,1.68,2,0,27,27,1,7,0,ok,
VRTX,Vertex Pharmaceuticals Inc,875320,2022,10-K,2023-02-10,11871,18,1.52,1,0,29,13,0,6,0,ok,
VRTX,Vertex Pharmaceuticals Inc,875320,2023,10-K,2024-02-15,11968,17,1.42,0,0,27,14,2,9,1,ok,
VRTX,Vertex Pharmaceuticals Inc,875320,2024,10-K,2025-02-13,12002,15,1.25,0,0,20,15,2,7,1,ok,
WFC,Wells Fargo & Co,72971,2017,10-K,2018-03-01,312,2,6.41,0,0,0,0,0,0,0,ok,
WFC,Wells Fargo & Co,72971,2018,10-K,2019-02-27,319,2,6.27,0,0,0,0,1,0,0,ok,
WFC,Wells Fargo & Co,72971,2019,10-K,2020-02-27,2889,219,75.8,40,0,0,0,6,0,0,ok,
WFC,Wells Fargo & Co,72971,2020,10-K,2021-02-23,79,0,0.0,0,0,0,0,0,0,0,too_short,text too short (79 words)
WFC,Wells Fargo & Co,72971,2021,10-K,2022-02-22,48,0,0.0,0,0,0,0,0,0,0,too_short,text too short (48 words)
WFC,Wells Fargo & Co,72971,2022,10-K,2023-02-21,48,0,0.0,0,0,0,0,0,0,0,too_short,text too short (48 words)
WFC,Wells Fargo & Co,72971,2023,10-K,2024-02-20,40,0,0.0,0,0,0,0,0,0,0,too_short,text too short (40 words)
WFC,Wells Fargo & Co,72971,2024,10-K,2025-02-25,90,0,0.0,0,0,0,0,0,0,0,too_short,text too short (90 words)
WMT,Walmart Inc,104169,2017,10-K,2017-03-31,12089,88,7.28,6,8,7,7,7,7,3,ok,
WMT,Walmart Inc,104169,2018,10-K,2018-03-30,12145,100,8.23,9,8,11,5,7,12,2,ok,
WMT,Walmart Inc,104169,2019,10-K,2019-03-28,12128,112,9.23,8,6,14,8,8,15,2,ok,
WMT,Walmart Inc,104169,2020,10-K,2020-03-20,11953,127,10.62,10,8,20,14,13,18,5,ok,
WMT,Walmart Inc,104169,2021,10-K,2021-03-19,11875,121,10.19,6,4,15,8,18,17,14,ok,
WMT,Walmart Inc,104169,2022,10-K,2022-03-18,11830,104,8.79,6,4,14,7,10,21,3,ok,
WMT,Walmart Inc,104169,2023,10-K,2023-03-17,11802,102,8.64,7,4,17,8,6,25,3,ok,
WMT,Walmart Inc,104169,2024,10-K,2024-03-15,11802,100,8.47,7,4,19,10,5,25,2,ok,
BA,Boeing Co,12927,2017,10-K,2018-02-12,11848,120,10.13,17,2,37,23,13,4,2,ok,
BA,Boeing Co,12927,2018,10-K,2019-02-08,11867,126,10.62,17,2,40,23,13,14,2,ok,
BA,Boeing Co,12927,2019,10-K,2020-01-31,11855,145,12.23,20,6,54,30,19,8,3,ok,
BA,Boeing Co,12927,2020,10-K,2021-02-01,11762,228,19.38,30,18,50,27,23,16,4,ok,
BA,Boeing Co,12927,2021,10-K,2022-01-31,11686,232,19.85,29,16,54,35,22,17,5,ok,
BA,Boeing Co,12927,2022,10-K,2023-01-27,11687,182,15.57,21,6,51,34,16,29,13,ok,
BA,Boeing Co,12927,2023,10-K,2024-01-31,11563,235,20.32,18,4,53,32,17,24,56,ok,
BA,Boeing Co,12927,2024,10-K,2025-02-03,11635,223,19.17,24,13,51,35,15,22,29,ok,
COP,ConocoPhillips,1163165,2017,10-K,2018-02-20,3342,69,20.65,19,25,6,14,22,5,3,ok,
COP,ConocoPhillips,1163165,2018,10-K,2019-02-19,4925,85,17.26,22,31,24,25,24,7,1,ok,
COP,ConocoPhillips,1163165,2019,10-K,2020-02-18,4813,89,18.49,21,9,23,24,25,7,1,ok,
COP,ConocoPhillips,1163165,2020,10-K,2021-02-16,6712,115,17.13,22,10,27,27,26,15,1,ok,
COP,ConocoPhillips,1163165,2021,10-K,2022-02-17,6645,128,19.26,21,10,31,30,26,12,14,ok,
COP,ConocoPhillips,1163165,2022,10-K,2023-02-16,6202,135,21.77,18,10,34,33,22,11,16,ok,
COP,ConocoPhillips,1163165,2023,10-K,2024-02-15,6176,142,22.99,18,10,34,30,25,10,14,ok,
COP,ConocoPhillips,1163165,2024,10-K,2025-02-18,6990,164,23.46,17,10,37,31,27,12,15,ok,
CVS,CVS Health Corp,64803,2017,10-K,2018-02-14,11748,114,9.7,5,6,76,121,21,11,2,ok,
CVS,CVS Health Corp,64803,2018,10-K,2019-02-28,11533,47,4.08,5,2,23,27,7,2,0,ok,
CVS,CVS Health Corp,64803,2019,10-K,2020-02-18,11506,75,6.52,9,2,21,27,11,3,0,ok,
CVS,CVS Health Corp,64803,2020,10-K,2021-02-16,11420,66,5.78,8,2,9,13,5,2,0,ok,
CVS,CVS Health Corp,64803,2021,10-K,2022-02-09,11402,61,5.35,8,2,9,6,5,2,0,ok,
CVS,CVS Health Corp,64803,2022,10-K,2023-02-08,11420,64,5.6,8,2,8,6,5,2,0,ok,
CVS,CVS Health Corp,64803,2023,10-K,2024-02-07,11450,85,7.42,6,0,6,6,5,1,1,ok,
CVS,CVS Health Corp,64803,2024,10-K,2025-02-12,11440,74,6.47,9,2,9,6,5,3,1,ok,
CVX,Chevron Corp,93410,2017,10-K,2018-02-22,2806,79,28.15,6,8,18,21,12,4,2,ok,
CVX,Chevron Corp,93410,2018,10-K,2019-02-22,2843,81,28.49,5,8,19,21,12,4,2,ok,
CVX,Chevron Corp,93410,2019,10-K,2020-02-21,3098,82,26.47,5,8,21,21,12,4,2,ok,
CVX,Chevron Corp,93410,2020,10-K,2021-02-25,4434,102,23.0,7,12,21,25,21,6,2,ok,
CVX,Chevron Corp,93410,2021,10-K,2022-02-24,4347,108,24.84,6,10,28,28,21,7,5,ok,
CVX,Chevron Corp,93410,2022,10-K,2023-02-23,4850,109,22.47,6,10,27,29,23,8,5,ok,
CVX,Chevron Corp,93410,2023,10-K,2024-02-26,5164,100,19.36,5,8,33,34,23,5,6,ok,
